"2014,010111",55092.2
"2014,010119",128100.0
"2014,010120",2447.16
"2014,010210",104913.0
"2014,010290",408088.0
"2014,010310",58474.0
"2014,010391",538171.0
"2014,010392",909316.0
"2014,010410",33003.0
"2014,010420",3136.95
"2014,010511",307656.0
"2014,010519",7606.5
"2014,010591",819131.0
"2014,010599",65117.1
"2014,010600",207292.0
"2014,020110",747242.0
"2014,020120",1042430.0
"2014,020130",2274430.0
"2014,020210",29889.3
"2014,020220",55196.9
"2014,020230",481716.0
"2014,020311",301198.0
"2014,020312",808033.0
"2014,020319",1075800.0
"2014,020321",10737.3
"2014,020322",50534.9
"2014,020329",678745.0
"2014,020410",39200.0
"2014,020421",8792.26
"2014,020422",56853.9
"2014,020423",62384.7
"2014,020430",3901.72
"2014,020441",1263.57
"2014,020442",84412.6
"2014,020443",92606.6
"2014,020450",4128.25
"2014,020500",54048.9
"2014,020610",125351.0
"2014,020621",4425.85
"2014,020622",9487.72
"2014,020629",61520.0
"2014,020630",102279.0
"2014,020641",9285.16
"2014,020649",323143.0
"2014,020680",1671.68
"2014,020690",7179.22
"2014,020710",161960.0
"2014,020721",141961.0
"2014,020722",4918.42
"2014,020723",31221.0
"2014,020731",5808.71
"2014,020739",1737520.0
"2014,020741",1502150.0
"2014,020742",180248.0
"2014,020743",24307.3
"2014,020810",19587.4
"2014,020890",110603.0
"2014,020900",81955.4
"2014,021011",31062.1
"2014,021012",71340.1
"2014,021019",420121.0
"2014,021020",25665.3
"2014,021090",688006.0
"2014,030110",22528.8
"2014,030191",2408.41
"2014,030192",27852.1
"2014,030193",204.87
"2014,030199",10184.5
"2014,030211",10196.5
"2014,030212",260283.0
"2014,030219",10291.4
"2014,030221",6261.99
"2014,030222",49011.9
"2014,030223",165266.0
"2014,030229",108396.0
"2014,030231",2687.37
"2014,030232",14864.1
"2014,030233",105.105
"2014,030239",9544.07
"2014,030240",8989.62
"2014,030250",56881.6
"2014,030261",2272.22
"2014,030262",2972.55
"2014,030263",6487.79
"2014,030264",8573.92
"2014,030265",8824.09
"2014,030266",2083.07
"2014,030269",241935.0
"2014,030270",2254.88
"2014,030310",8835.82
"2014,030321",8369.85
"2014,030322",38264.9
"2014,030329",2003.45
"2014,030331",11616.8
"2014,030332",11342.7
"2014,030333",33377.2
"2014,030339",13892.2
"2014,030341",1087.37
"2014,030342",11690.2
"2014,030343",2813.47
"2014,030349",11278.3
"2014,030350",229924.0
"2014,030360",259348.0
"2014,030371",64190.7
"2014,030372",42720.9
"2014,030373",12921.0
"2014,030374",359842.0
"2014,030375",1071.07
"2014,030376",7614.48
"2014,030377",7995.36
"2014,030378",6069.03
"2014,030379",336691.0
"2014,030380",8752.94
"2014,030410",494201.0
"2014,030420",974982.0
"2014,030490",77347.4
"2014,030510",1223.44
"2014,030520",6268.48
"2014,030530",59988.2
"2014,030541",155196.0
"2014,030542",4387.87
"2014,030549",38637.6
"2014,030551",12714.5
"2014,030559",15051.5
"2014,030561",14094.3
"2014,030562",100442.0
"2014,030563",117.608
"2014,030569",10705.4
"2014,030611",5831.12
"2014,030612",9164.25
"2014,030613",553696.0
"2014,030614",90241.3
"2014,030619",61331.7
"2014,030621",1096.73
"2014,030622",32460.6
"2014,030623",380770.0
"2014,030624",6767.88
"2014,030629",24376.8
"2014,030710",26461.5
"2014,030721",25304.4
"2014,030729",66158.2
"2014,030731",210662.0
"2014,030739",17305.0
"2014,030741",18358.8
"2014,030749",25329.8
"2014,030751",654.977
"2014,030759",10450.3
"2014,030760",1726.35
"2014,030791",19213.5
"2014,030799",35921.4
"2014,040110",84473.8
"2014,040120",626143.0
"2014,040130",606119.0
"2014,040210",962554.0
"2014,040221",1700530.0
"2014,040229",158900.0
"2014,040291",619732.0
"2014,040299",170370.0
"2014,040310",157332.0
"2014,040390",260889.0
"2014,040410",1092270.0
"2014,040490",271333.0
"2014,040500",1568840.0
"2014,040610",378997.0
"2014,040620",349404.0
"2014,040630",144437.0
"2014,040640",53068.3
"2014,040690",4657310.0
"2014,040700",1275210.0
"2014,040811",20071.2
"2014,040819",89324.4
"2014,040891",35489.7
"2014,040899",186672.0
"2014,040900",55480.4
"2014,041000",4689.15
"2014,050100",622.131
"2014,050210",4672.56
"2014,050290",3695.69
"2014,050400",610744.0
"2014,050510",5280.29
"2014,050590",66225.3
"2014,050610",82.8344
"2014,050690",57944.8
"2014,050710",15494.0
"2014,050790",1862.43
"2014,050800",5267.36
"2014,051000",8735.23
"2014,051110",51290.5
"2014,051191",56017.9
"2014,051199",204797.0
"2014,060110",953328.0
"2014,060120",592178.0
"2014,060210",184623.0
"2014,060220",108540.0
"2014,060230",22367.0
"2014,060240",108492.0
"2014,060299",3809350.0
"2014,060310",4859420.0
"2014,060390",176177.0
"2014,060491",433717.0
"2014,060499",79841.3
