"2014,namex~Import",3609020.0
"2014,namsr~Import",278.524
"2014,nanic~Import",15664.5
"2014,napan~Import",107434.0
"2014,naslv~Import",41753.0
"2014,naspm~Import",601.174
"2014,natca~Import",809.598
"2014,natto~Import",75002.6
"2014,nausa~Import",19849000.0
"2014,navct~Import",1313.45
"2014,navgb~Import",106437.0
"2014,ocasm~Import",146.935
"2014,ocaus~Import",2035620.0
"2014,occok~Import",179.772
"2014,ocfji~Import",4981.18
"2014,ocfsm~Import",45.165
"2014,ocgum~Import",4937.07
"2014,ockir~Import",315.443
"2014,ocmhl~Import",5829.48
"2014,ocmnp~Import",319.818
"2014,ocncl~Import",23672.4
"2014,ocnfk~Import",19.952
"2014,ocniu~Import",9.962
"2014,ocnru~Import",3.559
"2014,ocnzl~Import",385762.0
"2014,ocplw~Import",21.0809
"2014,ocpng~Import",28987.0
"2014,ocpyf~Import",27982.6
"2014,ocslb~Import",1160.29
"2014,octkl~Import",372.417
"2014,octon~Import",169.92
"2014,octuv~Import",8.633
"2014,ocvut~Import",175.336
"2014,ocwlf~Import",1256.73
"2014,ocwsm~Import",558.039
"2014,saarg~Import",838770.0
"2014,sabol~Import",114874.0
"2014,sabra~Import",3822400.0
"2014,sachl~Import",464645.0
"2014,sacol~Import",350462.0
"2014,saecu~Import",373384.0
"2014,saflk~Import",3102.83
"2014,saguy~Import",39984.0
"2014,saper~Import",280301.0
"2014,sapry~Import",138464.0
"2014,sasur~Import",275385.0
"2014,saury~Import",81176.0
"2014,saven~Import",540801.0
